NATCODE,NAMEUNIT,CODNUT1,CODNUT2,CODNUT3,CODMUN,CodINE,PROVINCIA,LITMUN
34091717199,Torroella de Montgrí,ES5,ES51,ES512,17199,17199,Girona,Torroella de Montgrí
34094343154,Torroja del Priorat,ES5,ES51,ES514,43154,43154,Tarragona,Torroja del Priorat
34012929091,Torrox,ES6,ES61,ES617,29091,29091,Málaga,Torrox
34081919285,Torrubia,ES4,ES42,ES424,19285,19285,Guadalajara,Torrubia
34074242187,Torrubia de Soria,ES4,ES41,ES417,42187,42187,Soria,Torrubia de Soria
34081616212,Torrubia del Campo,ES4,ES42,ES423,16212,16212,Cuenca,Torrubia del Campo
34081616213,Torrubia del Castillo,ES4,ES42,ES423,16213,16213,Cuenca,Torrubia del Castillo
34091717200,Tortellà,ES5,ES51,ES512,17200,17200,Girona,Tortellà
34081919286,Tórtola de Henares,ES4,ES42,ES424,19286,19286,Guadalajara,Tórtola de Henares
34070505246,Tórtoles,ES4,ES41,ES411,5246,5246,Ávila,Tórtoles
34070909391,Tórtoles de Esgueva,ES4,ES41,ES412,9391,9391,Burgos,Tórtoles de Esgueva
34094343155,Tortosa,ES5,ES51,ES514,43155,43155,Tarragona,Tortosa
34081919287,Tortuera,ES4,ES42,ES424,19287,19287,Guadalajara,Tortuera
34081919288,Tortuero,ES4,ES42,ES424,19288,19288,Guadalajara,Tortuero
34011818179,Torvizcón,ES6,ES61,ES614,18179,18179,Granada,Torvizcón
34070909392,Tosantos,ES4,ES41,ES412,9392,9392,Burgos,Tosantos
34091717201,Toses,ES5,ES51,ES512,17201,17201,Girona,Toses
34025050264,Tosos,ES2,ES24,ES243,50264,50264,Zaragoza,Tosos
34091717202,Tossa de Mar,ES5,ES51,ES512,17202,17202,Girona,Tossa de Mar
34012929092,Totalán,ES6,ES61,ES617,29092,29092,Málaga,Totalán
34143030039,Totana,ES6,ES62,ES620,30039,30039,Murcia,Totana
34084545174,Totanés,ES4,ES42,ES425,45174,45174,Toledo,Totanés
34121515085,Touro,ES1,ES11,ES111,15085,15085,Coruña A,Touro
34104646246,Tous,ES5,ES52,ES523,46246,46246,Valencia/Valéncia,Tous
34122727061,Trabada,ES1,ES11,ES112,27061,27061,Lugo,Trabada
34072424171,Trabadelo,ES4,ES41,ES413,24171,24171,León,Trabadelo
34073737328,Trabanca,ES4,ES41,ES415,37328,37328,Salamanca,Trabanca
34074949223,Trabazos,ES4,ES41,ES419,49223,49223,Zamora,Trabazos
34081616215,Tragacete,ES4,ES42,ES423,16215,16215,Cuenca,Tragacete
34081919289,Traíd,ES4,ES42,ES424,19289,19289,Guadalajara,Traíd
34101212121,Traiguera,ES5,ES52,ES522,12121,12121,Castellón/Castelló,Traiguera
34024444234,Tramacastiel,ES2,ES24,ES242,44234,44234,Teruel,Tramacastiel
34024444235,Tramacastilla,ES2,ES24,ES242,44235,44235,Teruel,Tramacastilla
34022222239,Tramaced,ES2,ES24,ES241,22239,22239,Huesca,Tramaced
34110606134,Trasierra,ES4,ES43,ES431,6134,6134,Badajoz,Trasierra
34123232082,Trasmiras,ES1,ES11,ES113,32082,32082,Ourense,Trasmiras
34025050265,Trasmoz,ES2,ES24,ES243,50265,50265,Zaragoza,Trasmoz
34025050266,Trasobares,ES2,ES24,ES243,50266,50266,Zaragoza,Trasobares
34074747173,Traspinedo,ES4,ES41,ES418,47173,47173,Valladolid,Traspinedo
34121515086,Trazo,ES1,ES11,ES111,15086,15086,Coruña A,Trazo
34011111037,Trebujena,ES6,ES61,ES612,11037,11037,Cádiz,Trebujena
34074949224,Trefacio,ES4,ES41,ES419,49224,49224,Zamora,Trefacio
34073737329,Tremedal de Tormes,ES4,ES41,ES415,37329,37329,Salamanca,Tremedal de Tormes
34092525234,Tremp,ES5,ES51,ES513,25234,25234,Lleida,Tremp
34132828903,Tres Cantos,ES3,ES30,ES300,28903,28903,Madrid,Tres Cantos
34074040207,Trescasas,ES4,ES41,ES416,40207,40207,Segovia,Trescasas
34081616216,Tresjuncos,ES4,ES42,ES423,16216,16216,Cuenca,Tresjuncos
34070909394,Trespaderne,ES4,ES41,ES412,9394,9394,Burgos,Trespaderne
34074242188,Trévago,ES4,ES41,ES417,42188,42188,Soria,Trévago
34011818180,Trevélez,ES6,ES61,ES614,18180,18180,Granada,Trevélez
34172626155,Treviana,ES2,ES23,ES230,26155,26155,Rioja La,Treviana
34122727062,Triacastela,ES1,ES11,ES112,27062,27062,Lugo,Triacastela
34081616217,Tribaldos,ES4,ES42,ES423,16217,16217,Cuenca,Tribaldos
34172626157,Tricio,ES2,ES23,ES230,26157,26157,Rioja La,Tricio
34012121070,Trigueros,ES6,ES61,ES615,21070,21070,Huelva,Trigueros
34074747174,Trigueros del Valle,ES4,ES41,ES418,47174,47174,Valladolid,Trigueros del Valle
34081919290,Trijueque,ES4,ES42,ES424,19290,19290,Guadalajara,Trijueque
34081919291,Trillo,ES4,ES42,ES424,19291,19291,Guadalajara,Trillo
34073434185,Triollo,ES4,ES41,ES414,34185,34185,Palencia,Triollo
34024444236,Tronchón,ES2,ES24,ES242,44236,44236,Teruel,Tronchón
34072424172,Truchas,ES4,ES41,ES413,24172,24172,León,Truchas
34110606135,Trujillanos,ES4,ES43,ES431,6135,6135,Badajoz,Trujillanos
34111010195,Trujillo,ES4,ES43,ES432,10195,10195,Cáceres,Trujillo
34070909395,Tubilla del Agua,ES4,ES41,ES412,9395,9395,Burgos,Tubilla del Agua
34070909396,Tubilla del Lago,ES4,ES41,ES412,9396,9396,Burgos,Tubilla del Lago
34063939089,Tudanca,ES1,ES13,ES130,39089,39089,Cantabria,Tudanca
34074747175,Tudela de Duero,ES4,ES41,ES418,47175,47175,Valladolid,Tudela de Duero
34172626158,Tudelilla,ES2,ES23,ES230,26158,26158,Rioja La,Tudelilla
34104646247,Tuéjar,ES5,ES52,ES523,46247,46247,Valencia/Valéncia,Tuéjar
34123636055,Tui,ES1,ES11,ES114,36055,36055,Pontevedra,Tui
34053535030,Tuineje,ES7,ES70,ES704,35030,35030,Palmas Las,Tuineje
34072424173,Turcia,ES4,ES41,ES413,24173,24173,León,Turcia
34074040208,Turégano,ES4,ES41,ES416,40208,40208,Segovia,Turégano
34104646248,Turís,ES5,ES52,ES523,46248,46248,Valencia/Valéncia,Turís
34084545175,Turleque,ES4,ES42,ES425,45175,45175,Toledo,Turleque
34011818181,Turón,ES6,ES61,ES614,18181,18181,Granada,Turón
34010404093,Turre,ES6,ES61,ES611,4093,4093,Almería,Turre
34010404094,Turrillas,ES6,ES61,ES611,4094,4094,Almería,Turrillas
34012323092,Úbeda,ES6,ES61,ES616,23092,23092,Jaén,Úbeda
34011111038,Ubrique,ES6,ES61,ES612,11038,11038,Cádiz,Ubrique
34081919293,Uceda,ES4,ES42,ES424,19293,19293,Guadalajara,Uceda
34074242189,Ucero,ES4,ES41,ES417,42189,42189,Soria,Ucero
34081616218,Uclés,ES4,ES42,ES423,16218,16218,Cuenca,Uclés
34063939090,Udías,ES1,ES13,ES130,39090,39090,Cantabria,Udías
34084545176,Ugena,ES4,ES42,ES425,45176,45176,Toledo,Ugena
34011818182,Ugíjar,ES6,ES61,ES614,18182,18182,Granada,Ugíjar
34081919294,Ujados,ES4,ES42,ES424,19294,19294,Guadalajara,Ujados
34143030040,Ulea,ES6,ES62,ES620,30040,30040,Murcia,Ulea
34010404095,Uleila del Campo,ES6,ES61,ES611,4095,4095,Almería,Uleila del Campo
34091717204,Ullà,ES5,ES51,ES512,17204,17204,Girona,Ullà
34090808290,Ullastrell,ES5,ES51,ES511,8290,8290,Barcelona,Ullastrell
34091717205,Ullastret,ES5,ES51,ES512,17205,17205,Girona,Ullastret
34094343156,Ulldecona,ES5,ES51,ES514,43156,43156,Tarragona,Ulldecona
34094343157,Ulldemolins,ES5,ES51,ES514,43157,43157,Tarragona,Ulldemolins
34091717203,Ultramort,ES5,ES51,ES512,17203,17203,Girona,Ultramort
34014141094,Umbrete,ES6,ES61,ES618,41094,41094,Sevilla,Umbrete
34070505249,Umbrías,ES4,ES41,ES411,5249,5249,Ávila,Umbrías
34025050267,Uncastillo,ES2,ES24,ES243,50267,50267,Zaragoza,Uncastillo
34025050268,Undués de Lerda,ES2,ES24,ES243,50268,50268,Zaragoza,Undués de Lerda
34081616219,Uña,ES4,ES42,ES423,16219,16219,Cuenca,Uña
34074949225,Uña de Quintana,ES4,ES41,ES419,49225,49225,Zamora,Uña de Quintana
34070909398,Úrbel del Castillo,ES4,ES41,ES412,9398,9398,Burgos,Úrbel del Castillo
34084545177,Urda,ES4,ES42,ES425,45177,45177,Toledo,Urda
34072424174,Urdiales del Páramo,ES4,ES41,ES413,24174,24174,León,Urdiales del Páramo
34074747177,Urones de Castroponce,ES4,ES41,ES418,47177,47177,Valladolid,Urones de Castroponce
34010404096,Urrácal,ES6,ES61,ES611,4096,4096,Almería,Urrácal
34024444237,Urrea de Gaén,ES2,ES24,ES242,44237,44237,Teruel,Urrea de Gaén
34025050269,Urrea de Jalón,ES2,ES24,ES243,50269,50269,Zaragoza,Urrea de Jalón
34025050270,Urriés,ES2,ES24,ES243,50270,50270,Zaragoza,Urriés
34074747178,Urueña,ES4,ES41,ES418,47178,47178,Valladolid,Urueña
34074040210,Urueñas,ES4,ES41,ES416,40210,40210,Segovia,Urueñas
34172626160,Uruñuela,ES2,ES23,ES230,26160,26160,Rioja La,Uruñuela
34091717206,Urús,ES5,ES51,ES512,17206,17206,Girona,Urús
34110606136,Usagre,ES4,ES43,ES431,6136,6136,Badajoz,Usagre
34025050271,Used,ES2,ES24,ES243,50271,50271,Zaragoza,Used
34101212122,Useras/les Useres,ES5,ES52,ES522,12122,12122,Castellón/Castelló,Useras/Useres les
34081919296,Utande,ES4,ES42,ES424,19296,19296,Guadalajara,Utande
34025050272,Utebo,ES2,ES24,ES243,50272,50272,Zaragoza,Utebo
34104646249,Utiel,ES5,ES52,ES523,46249,46249,Valencia/Valéncia,Utiel
34014141095,Utrera,ES6,ES61,ES618,41095,41095,Sevilla,Utrera
34024444238,Utrillas,ES2,ES24,ES242,44238,44238,Teruel,Utrillas
34090808291,Vacarisses,ES5,ES51,ES511,8291,8291,Barcelona,Vacarisses
34074242190,Vadillo,ES4,ES41,ES417,42190,42190,Soria,Vadillo
34074949226,Vadillo de la Guareña,ES4,ES41,ES419,49226,49226,Zamora,Vadillo de la Guareña
34070505251,Vadillo de la Sierra,ES4,ES41,ES411,5251,5251,Ávila,Vadillo de la Sierra
34070909400,Vadocondes,ES4,ES41,ES412,9400,9400,Burgos,Vadocondes
34072424185,Val de San Lorenzo,ES4,ES41,ES413,24185,24185,León,Val de San Lorenzo
34025050274,Val de San Martín,ES2,ES24,ES243,50274,50274,Zaragoza,Val de San Martín
34063939095,Val de San Vicente,ES1,ES13,ES130,39095,39095,Cantabria,Val de San Vicente
34121515088,Val do Dubra,ES1,ES11,ES111,15088,15088,Coruña A,Val do Dubra
34024444239,Valacloche,ES2,ES24,ES242,44239,44239,Teruel,Valacloche
34024444240,Valbona,ES2,ES24,ES242,44240,44240,Teruel,Valbona
34074747179,Valbuena de Duero,ES4,ES41,ES418,47179,47179,Valladolid,Valbuena de Duero
34073434186,Valbuena de Pisuerga,ES4,ES41,ES414,34186,34186,Palencia,Valbuena de Pisuerga
34074949227,Valcabado,ES4,ES41,ES419,49227,49227,Zamora,Valcabado
34063939091,Valdáliga,ES1,ES13,ES130,39091,39091,Cantabria,Valdáliga
34132828155,Valdaracete,ES3,ES30,ES300,28155,28155,Madrid,Valdaracete
34081919297,Valdarachas,ES4,ES42,ES424,19297,19297,Guadalajara,Valdarachas
34111010196,Valdastillas,ES4,ES43,ES432,10196,10196,Cáceres,Valdastillas
34073434192,Valde-Ucieza,ES4,ES41,ES414,34192,34192,Palencia,Valde-Ucieza
34024444241,Valdealgorfa,ES2,ES24,ES242,44241,44241,Teruel,Valdealgorfa
34070909403,Valdeande,ES4,ES41,ES412,9403,9403,Burgos,Valdeande
34074747180,Valdearcos de la Vega,ES4,ES41,ES418,47180,47180,Valladolid,Valdearcos de la Vega
34081919298,Valdearenas,ES4,ES42,ES424,19298,19298,Guadalajara,Valdearenas
34081919299,Valdeavellano,ES4,ES42,ES424,19299,19299,Guadalajara,Valdeavellano
34074242191,Valdeavellano de Tera,ES4,ES41,ES417,42191,42191,Soria,Valdeavellano de Tera
34132828156,Valdeavero,ES3,ES30,ES300,28156,28156,Madrid,Valdeavero
34081919300,Valdeaveruelo,ES4,ES42,ES424,19300,19300,Guadalajara,Valdeaveruelo
34110606137,Valdecaballeros,ES4,ES43,ES431,6137,6137,Badajoz,Valdecaballeros
34111010197,Valdecañas de Tajo,ES4,ES43,ES432,10197,10197,Cáceres,Valdecañas de Tajo
34073737330,Valdecarros,ES4,ES41,ES415,37330,37330,Salamanca,Valdecarros
34070505252,Valdecasa,ES4,ES41,ES411,5252,5252,Ávila,Valdecasa
34081919301,Valdeconcha,ES4,ES42,ES424,19301,19301,Guadalajara,Valdeconcha
34024444243,Valdecuenca,ES2,ES24,ES242,44243,44243,Teruel,Valdecuenca
34074949228,Valdefinjas,ES4,ES41,ES419,49228,49228,Zamora,Valdefinjas
34072424175,Valdefresno,ES4,ES41,ES413,24175,24175,León,Valdefresno
34111010198,Valdefuentes,ES4,ES43,ES432,10198,10198,Cáceres,Valdefuentes
34073737331,Valdefuentes de Sangusín,ES4,ES41,ES415,37331,37331,Salamanca,Valdefuentes de Sangusín
34072424176,Valdefuentes del Páramo,ES4,ES41,ES413,24176,24176,León,Valdefuentes del Páramo
34080202075,Valdeganga,ES4,ES42,ES421,2075,2075,Albacete,Valdeganga
34074242192,Valdegeña,ES4,ES41,ES417,42192,42192,Soria,Valdegeña
34081919302,Valdegrudas,ES4,ES42,ES424,19302,19302,Guadalajara,Valdegrudas
34073737332,Valdehijaderos,ES4,ES41,ES415,37332,37332,Salamanca,Valdehijaderos
34025050273,Valdehorna,ES2,ES24,ES243,50273,50273,Zaragoza,Valdehorna
34111010199,Valdehúncar,ES4,ES43,ES432,10199,10199,Cáceres,Valdehúncar
34110606901,Valdelacalzada,ES4,ES43,ES431,6901,6901,Badajoz,Valdelacalzada
34073737333,Valdelacasa,ES4,ES41,ES415,37333,37333,Salamanca,Valdelacasa
34111010200,Valdelacasa de Tajo,ES4,ES43,ES432,10200,10200,Cáceres,Valdelacasa de Tajo
34073737334,Valdelageve,ES4,ES41,ES415,37334,37334,Salamanca,Valdelageve
34074242193,Valdelagua del Cerro,ES4,ES41,ES417,42193,42193,Soria,Valdelagua del Cerro
34132828157,Valdelaguna,ES3,ES30,ES300,28157,28157,Madrid,Valdelaguna
34012121071,Valdelarco,ES6,ES61,ES615,21071,21071,Huelva,Valdelarco
34081919303,Valdelcubo,ES4,ES42,ES424,19303,19303,Guadalajara,Valdelcubo
34024444244,Valdelinares,ES2,ES24,ES242,44244,44244,Teruel,Valdelinares
34073737335,Valdelosa,ES4,ES41,ES415,37335,37335,Salamanca,Valdelosa
34024444245,Valdeltormo,ES2,ES24,ES242,44245,44245,Teruel,Valdeltormo
34072424177,Valdelugueros,ES4,ES41,ES413,24177,24177,León,Valdelugueros
34172626161,Valdemadera,ES2,ES23,ES230,26161,26161,Rioja La,Valdemadera
34074242194,Valdemaluque,ES4,ES41,ES417,42194,42194,Soria,Valdemaluque
34132828158,Valdemanco,ES3,ES30,ES300,28158,28158,Madrid,Valdemanco
34081313086,Valdemanco del Esteras,ES4,ES42,ES422,13086,13086,Ciudad Real,Valdemanco del Esteras
34132828159,Valdemaqueda,ES3,ES30,ES300,28159,28159,Madrid,Valdemaqueda
34081616224,Valdemeca,ES4,ES42,ES423,16224,16224,Cuenca,Valdemeca
34073737336,Valdemierque,ES4,ES41,ES415,37336,37336,Salamanca,Valdemierque
34072424178,Valdemora,ES4,ES41,ES413,24178,24178,León,Valdemora
34111010201,Valdemorales,ES4,ES43,ES432,10201,10201,Cáceres,Valdemorales
34132828160,Valdemorillo,ES3,ES30,ES300,28160,28160,Madrid,Valdemorillo
34081616225,Valdemorillo de la Sierra,ES4,ES42,ES423,16225,16225,Cuenca,Valdemorillo de la Sierra
34132828161,Valdemoro,ES3,ES30,ES300,28161,28161,Madrid,Valdemoro
34081616227,Valdemoro-Sierra,ES4,ES42,ES423,16227,16227,Cuenca,Valdemoro-Sierra
34074242195,Valdenebro,ES4,ES41,ES417,42195,42195,Soria,Valdenebro
34074747181,Valdenebro de los Valles,ES4,ES41,ES418,47181,47181,Valladolid,Valdenebro de los Valles
34081919304,Valdenuño Fernández,ES4,ES42,ES424,19304,19304,Guadalajara,Valdenuño Fernández
34111010202,Valdeobispo,ES4,ES43,ES432,10202,10202,Cáceres,Valdeobispo
34063939092,Valdeolea,ES1,ES13,ES130,39092,39092,Cantabria,Valdeolea
34081616228,Valdeolivas,ES4,ES42,ES423,16228,16228,Cuenca,Valdeolivas
34073434189,Valdeolmillos,ES4,ES41,ES414,34189,34189,Palencia,Valdeolmillos
34132828162,Valdeolmos-Alalpardo,ES3,ES30,ES300,28162,28162,Madrid,Valdeolmos-Alalpardo
34081313087,Valdepeñas,ES4,ES42,ES422,13087,13087,Ciudad Real,Valdepeñas
34012323093,Valdepeñas de Jaén,ES6,ES61,ES616,23093,23093,Jaén,Valdepeñas de Jaén
34081919305,Valdepeñas de la Sierra,ES4,ES42,ES424,19305,19305,Guadalajara,Valdepeñas de la Sierra
34072424179,Valdepiélago,ES4,ES41,ES413,24179,24179,León,Valdepiélago
34132828163,Valdepiélagos,ES3,ES30,ES300,28163,28163,Madrid,Valdepiélagos
34072424180,Valdepolo,ES4,ES41,ES413,24180,24180,León,Valdepolo
34074242196,Valdeprado,ES4,ES41,ES417,42196,42196,Soria,Valdeprado
34063939093,Valdeprado del Río,ES1,ES13,ES130,39093,39093,Cantabria,Valdeprado del Río
34074040211,Valdeprados,ES4,ES41,ES416,40211,40211,Segovia,Valdeprados
34072424181,Valderas,ES4,ES41,ES413,24181,24181,León,Valderas
34073434190,Valderrábano,ES4,ES41,ES414,34190,34190,Palencia,Valderrábano
34081919306,Valderrebollo,ES4,ES42,ES424,19306,19306,Guadalajara,Valderrebollo
34063939094,Valderredible,ES1,ES13,ES130,39094,39094,Cantabria,Valderredible
34072424182,Valderrey,ES4,ES41,ES413,24182,24182,León,Valderrey
34024444246,Valderrobres,ES2,ES24,ES242,44246,44246,Teruel,Valderrobres
34074242197,Valderrodilla,ES4,ES41,ES417,42197,42197,Soria,Valderrodilla
34073737337,Valderrodrigo,ES4,ES41,ES415,37337,37337,Salamanca,Valderrodrigo
34011818914,Valderrubio,ES6,ES61,ES614,18914,18914,Granada,Valderrubio
34072424183,Valderrueda,ES4,ES41,ES413,24183,24183,León,Valderrueda
34033333034,Valdés,ES1,ES12,ES120,33034,33034,Asturias,Valdés
34072424184,Valdesamario,ES4,ES41,ES413,24184,24184,León,Valdesamario
34074949229,Valdescorriel,ES4,ES41,ES419,49229,49229,Zamora,Valdescorriel
34081919307,Valdesotos,ES4,ES42,ES424,19307,19307,Guadalajara,Valdesotos
34074747182,Valdestillas,ES4,ES41,ES418,47182,47182,Valladolid,Valdestillas
34110606138,Valdetorres,ES4,ES43,ES431,6138,6138,Badajoz,Valdetorres
34132828164,Valdetorres de Jarama,ES3,ES30,ES300,28164,28164,Madrid,Valdetorres de Jarama
34081616902,Valdetórtola,ES4,ES42,ES423,16902,16902,Cuenca,Valdetórtola
34074040212,Valdevacas de Montejo,ES4,ES41,ES416,40212,40212,Segovia,Valdevacas de Montejo
34074040213,Valdevacas y Guijar,ES4,ES41,ES416,40213,40213,Segovia,Valdevacas y Guijar
34084545179,Valdeverdeja,ES4,ES42,ES425,45179,45179,Toledo,Valdeverdeja
34072424187,Valdevimbre,ES4,ES41,ES413,24187,24187,León,Valdevimbre
34070909405,Valdezate,ES4,ES41,ES412,9405,9405,Burgos,Valdezate
34132828165,Valdilecha,ES3,ES30,ES300,28165,28165,Madrid,Valdilecha
34070909406,Valdorros,ES4,ES41,ES412,9406,9406,Burgos,Valdorros
34121515087,Valdoviño,ES1,ES11,ES111,15087,15087,Coruña A,Valdoviño
34073737338,Valdunciel,ES4,ES41,ES415,37338,37338,Salamanca,Valdunciel
34074747183,Valdunquillo,ES4,ES41,ES418,47183,47183,Valladolid,Valdunquillo
34104646250,València,ES5,ES52,ES523,46250,46250,Valencia/Valéncia,València
34111010203,Valencia de Alcántara,ES4,ES43,ES432,10203,10203,Cáceres,Valencia de Alcántara
34072424188,Valencia de Don Juan,ES4,ES41,ES413,24188,24188,León,Valencia de Don Juan
34110606139,Valencia de las Torres,ES4,ES43,ES431,6139,6139,Badajoz,Valencia de las Torres
34110606140,Valencia del Mombuey,ES4,ES43,ES431,6140,6140,Badajoz,Valencia del Mombuey
34110606141,Valencia del Ventoso,ES4,ES43,ES431,6141,6141,Badajoz,Valencia del Ventoso
34014141096,Valencina de la Concepción,ES6,ES61,ES618,41096,41096,Sevilla,Valencina de la Concepción
34011414063,Valenzuela,ES6,ES61,ES613,14063,14063,Córdoba,Valenzuela
34081313088,Valenzuela de Calatrava,ES4,ES42,ES422,13088,13088,Ciudad Real,Valenzuela de Calatrava
34073737339,Valero,ES4,ES41,ES415,37339,37339,Salamanca,Valero
34022222242,Valfarta,ES2,ES24,ES241,22242,22242,Huesca,Valfarta
34081919308,Valfermoso de Tajuña,ES4,ES42,ES424,19308,19308,Guadalajara,Valfermoso de Tajuña
34123636056,Valga,ES1,ES11,ES114,36056,36056,Pontevedra,Valga
34172626162,Valgañón,ES2,ES23,ES230,26162,26162,Rioja La,Valgañón
34081919309,Valhermoso,ES4,ES42,ES424,19309,19309,Guadalajara,Valhermoso
34081616231,Valhermoso de la Fuente,ES4,ES42,ES423,16231,16231,Cuenca,Valhermoso de la Fuente
34024444247,Valjunquera,ES2,ES24,ES242,44247,44247,Teruel,Valjunquera
34101212124,Vall d'Alba,ES5,ES52,ES522,12124,12124,Castellón/Castelló,Vall d'Alba
34101212125,Vall de Almonacid,ES5,ES52,ES522,12125,12125,Castellón/Castelló,Vall de Almonacid
34092525901,Vall de Cardós,ES5,ES51,ES513,25901,25901,Lleida,Vall de Cardós
34100303136,Vall de Gallinera,ES5,ES52,ES521,3136,3136,Alicante,Vall de Gallinera
34091717209,Vall-llobrega,ES5,ES51,ES512,17209,17209,Girona,Vall-llobrega
34104646251,Vallada,ES5,ES52,ES523,46251,46251,Valencia/Valéncia,Vallada
34074747186,Valladolid,ES4,ES41,ES418,47186,47186,Valladolid,Valladolid
34104646252,Vallanca,ES5,ES52,ES523,46252,46252,Valencia/Valéncia,Vallanca
34070909408,Vallarta de Bureba,ES4,ES41,ES412,9408,9408,Burgos,Vallarta de Bureba
34101212123,Vallat,ES5,ES52,ES522,12123,12123,Castellón/Castelló,Vallat
34090808292,Vallbona d'Anoia,ES5,ES51,ES511,8292,8292,Barcelona,Vallbona d'Anoia
34092525238,Vallbona de les Monges,ES5,ES51,ES513,25238,25238,Lleida,Vallbona de les Monges
34090808293,Vallcebre,ES5,ES51,ES511,8293,8293,Barcelona,Vallcebre
34094343158,Vallclara,ES5,ES51,ES514,43158,43158,Tarragona,Vallclara
34040707063,Valldemossa,ES5,ES53,ES532,7063,7063,Balears Illes,Valldemossa
34012929093,Valle de Abdalajís,ES6,ES61,ES617,29093,29093,Málaga,Valle de Abdalajís
34022222243,Valle de Bardají,ES2,ES24,ES241,22243,22243,Huesca,Valle de Bardají
34073434196,Valle de Cerrato,ES4,ES41,ES414,34196,34196,Palencia,Valle de Cerrato
34022222901,Valle de Hecho,ES2,ES24,ES241,22901,22901,Huesca,Valle de Hecho
34110606146,Valle de la Serena,ES4,ES43,ES431,6146,6146,Badajoz,Valle de la Serena
34070909904,Valle de las Navas,ES4,ES41,ES412,9904,9904,Burgos,Valle de las Navas
34022222244,Valle de Lierp,ES2,ES24,ES241,22244,22244,Huesca,Valle de Lierp
34070909908,Valle de Losa,ES4,ES41,ES412,9908,9908,Burgos,Valle de Losa
34070909409,Valle de Manzanedo,ES4,ES41,ES412,9409,9409,Burgos,Valle de Manzanedo
34110606147,Valle de Matamoros,ES4,ES43,ES431,6147,6147,Badajoz,Valle de Matamoros
34070909410,Valle de Mena,ES4,ES41,ES412,9410,9410,Burgos,Valle de Mena
34070909411,Valle de Oca,ES4,ES41,ES412,9411,9411,Burgos,Valle de Oca
34110606148,Valle de Santa Ana,ES4,ES43,ES431,6148,6148,Badajoz,Valle de Santa Ana
34070909902,Valle de Santibáñez,ES4,ES41,ES412,9902,9902,Burgos,Valle de Santibáñez
34070909905,Valle de Sedano,ES4,ES41,ES412,9905,9905,Burgos,Valle de Sedano
34074040218,Valle de Tabladillo,ES4,ES41,ES416,40218,40218,Segovia,Valle de Tabladillo
34070909412,Valle de Tobalina,ES4,ES41,ES412,9412,9412,Burgos,Valle de Tobalina
34070909413,Valle de Valdebezana,ES4,ES41,ES412,9413,9413,Burgos,Valle de Valdebezana
34070909414,Valle de Valdelaguna,ES4,ES41,ES412,9414,9414,Burgos,Valle de Valdelaguna
34070909415,Valle de Valdelucio,ES4,ES41,ES412,9415,9415,Burgos,Valle de Valdelucio
34063939101,Valle de Villaverde,ES1,ES13,ES130,39101,39101,Cantabria,Valle de Villaverde
34070909416,Valle de Zamanzas,ES4,ES41,ES412,9416,9416,Burgos,Valle de Zamanzas
34073434902,Valle del Retortillo,ES4,ES41,ES414,34902,34902,Palencia,Valle del Retortillo
34011818907,Valle del Zalabí,ES6,ES61,ES614,18907,18907,Granada,Valle del Zalabí
34053838049,Valle Gran Rey,ES7,ES70,ES706,38049,38049,Santa Cruz de Tenerife,Valle Gran Rey
34072424191,Vallecillo,ES4,ES41,ES413,24191,24191,León,Vallecillo
34053838050,Vallehermoso,ES7,ES70,ES706,38050,38050,Santa Cruz de Tenerife,Vallehermoso
34070909417,Vallejera,ES4,ES41,ES412,9417,9417,Burgos,Vallejera
34073737343,Vallejera de Riofrío,ES4,ES41,ES415,37343,37343,Salamanca,Vallejera de Riofrío
34074040219,Vallelado,ES4,ES41,ES416,40219,40219,Segovia,Vallelado
34074040220,Valleruela de Pedraza,ES4,ES41,ES416,40220,40220,Segovia,Valleruela de Pedraza
34074040221,Valleruela de Sepúlveda,ES4,ES41,ES416,40221,40221,Segovia,Valleruela de Sepúlveda
34104646253,Vallés,ES5,ES52,ES523,46253,46253,Valencia/Valéncia,Vallés
34070909418,Valles de Palenzuela,ES4,ES41,ES412,9418,9418,Burgos,Valles de Palenzuela
34074949230,Vallesa de la Guareña,ES4,ES41,ES419,49230,49230,Zamora,Vallesa de la Guareña
34053535032,Valleseco,ES7,ES70,ES705,35032,35032,Palmas Las,Valleseco
34092525240,Vallfogona de Balaguer,ES5,ES51,ES513,25240,25240,Lleida,Vallfogona de Balaguer
34091717170,Vallfogona de Ripollès,ES5,ES51,ES512,17170,17170,Girona,Vallfogona de Ripollès
34094343159,Vallfogona de Riucorb,ES5,ES51,ES514,43159,43159,Tarragona,Vallfogona de Riucorb
34090808294,Vallgorguina,ES5,ES51,ES511,8294,8294,Barcelona,Vallgorguina
34101212127,Vallibona,ES5,ES52,ES522,12127,12127,Castellón/Castelló,Vallibona
34090808295,Vallirana,ES5,ES51,ES511,8295,8295,Barcelona,Vallirana
34094343160,Vallmoll,ES5,ES51,ES514,43160,43160,Tarragona,Vallmoll
34090808296,Vallromanes,ES5,ES51,ES511,8296,8296,Barcelona,Vallromanes
34094343161,Valls,ES5,ES51,ES514,43161,43161,Tarragona,Valls
34070909419,Valluércanes,ES4,ES41,ES412,9419,9419,Burgos,Valluércanes
34025050275,Valmadrid,ES2,ES24,ES243,50275,50275,Zaragoza,Valmadrid
34070909407,Valmala,ES4,ES41,ES412,9407,9407,Burgos,Valmala
